internal_id,id,name,URI
363,uniformprobabilitydensityanalysis,UniformProbabilityDensityAnalysis,https://open-archaeo.info/post/uniformprobabilitydensityanalysis
364,charcoalhearths,charcoalhearths,https://open-archaeo.info/post/charcoalhearths
365,p3k14c,p3k14c,https://open-archaeo.info/post/p3k14c
366,p3k14c-data-scrubbing,p3k14c-data-scrubbing,https://open-archaeo.info/post/p3k14c-data-scrubbing
367,isodatavis,IsoDataVis,https://open-archaeo.info/post/isodatavis
368,isotope-visualisation,Isotope-Visualisation,https://open-archaeo.info/post/isotope-visualisation
369,archaeological-sna-r-demo,archaeological-SNA-R-demo,https://open-archaeo.info/post/archaeological-sna-r-demo
370,abma,ABMA,https://open-archaeo.info/post/abma
371,analysing-stable-isotope-data,Analysing Stable Isotope Data,https://open-archaeo.info/post/analysing-stable-isotope-data
372,plotting-dental-inventory-with-ggplot2,Plotting Dental Inventory with ggplot2,https://open-archaeo.info/post/plotting-dental-inventory-with-ggplot2
373,isomapnl,IsoMapNL,https://open-archaeo.info/post/isomapnl
374,rock-art-transfer-learning,rock-art-transfer-learning,https://open-archaeo.info/post/rock-art-transfer-learning
375,uthwigl,UThwigl,https://open-archaeo.info/post/uthwigl
376,totalopenstationtoqgis,totalopenstationToQgis,https://open-archaeo.info/post/totalopenstationtoqgis
377,bibliographic-database-of-african-scholarship-on-african-archaeology,Bibliographic Database of African Scholarship on African Archaeology,https://open-archaeo.info/post/bibliographic-database-of-african-scholarship-on-african-archaeology
378,globalid-database,GlobaLID-database,https://open-archaeo.info/post/globalid-database
379,globalid-app,GlobaLID-App,https://open-archaeo.info/post/globalid-app
380,clam,clam,https://open-archaeo.info/post/clam
381,coffee,coffee,https://open-archaeo.info/post/coffee
382,rbacon,rbacon,https://open-archaeo.info/post/rbacon
383,pollencount,pollencount,https://open-archaeo.info/post/pollencount
384,openlidartoolbox,OpenLidarToolbox,https://open-archaeo.info/post/openlidartoolbox
385,pxrf,pXRF,https://open-archaeo.info/post/pxrf
386,nearpresence,nearpresence,https://open-archaeo.info/post/nearpresence
387,dacord,DACORD,https://open-archaeo.info/post/dacord
388,racord,RACORD,https://open-archaeo.info/post/racord
389,dplr,dplR,https://open-archaeo.info/post/dplr
390,xdater,xDateR,https://open-archaeo.info/post/xdater
391,kidstats,kidstats,https://open-archaeo.info/post/kidstats
392,trauma,tRauma,https://open-archaeo.info/post/trauma
393,pofatu,Pofatu,https://open-archaeo.info/post/pofatu
394,pypofatu,pypofatu,https://open-archaeo.info/post/pypofatu
395,pygeoroc,pygeoroc,https://open-archaeo.info/post/pygeoroc
396,open-history-map,Open History Map,https://open-archaeo.info/post/open-history-map
397,hsv-api,hsv-api,https://open-archaeo.info/post/hsv-api
398,ohm-data-index,OHM Data Index,https://open-archaeo.info/post/ohm-data-index
399,mask-uav,Mask_UAV,https://open-archaeo.info/post/mask-uav
400,chi-field-manual,chi-field-manual,https://open-archaeo.info/post/chi-field-manual
401,a-bibliography-of-public-archaeology-and-archaeological-heritage-management-in-the-mediterranean,A bibliography of public archaeology and archaeological heritage management in the Mediterranean,https://open-archaeo.info/post/a-bibliography-of-public-archaeology-and-archaeological-heritage-management-in-the-mediterranean
402,charm,CHARM,https://open-archaeo.info/post/charm
403,corallium-fabrica,Corallium Fabrica,https://open-archaeo.info/post/corallium-fabrica
404,folio-tesselle,folio,https://open-archaeo.info/post/folio-tesselle
405,sexest,SexEst,https://open-archaeo.info/post/sexest
406,web-geochemistry,web_geochemistry,https://open-archaeo.info/post/web-geochemistry
407,ithaca,ithaca,https://open-archaeo.info/post/ithaca
408,archchron,archchron,https://open-archaeo.info/post/archchron
409,tutorials,tutorials,https://open-archaeo.info/post/tutorials
410,c14-date-extractor,c14-date-extractor,https://open-archaeo.info/post/c14-date-extractor
411,joint-disease-tool,joint-disease-tool,https://open-archaeo.info/post/joint-disease-tool
412,pdf-to-nested-xml,pdf-to-nested-xml,https://open-archaeo.info/post/pdf-to-nested-xml
413,archeo-bertje,archeo-bertje,https://open-archaeo.info/post/archeo-bertje
414,archaeo-crf,archaeo-CRF,https://open-archaeo.info/post/archaeo-crf
415,mapofcomputationalarchaeology,MapofComputationalArchaeology,https://open-archaeo.info/post/mapofcomputationalarchaeology
416,chronup,chronup,https://open-archaeo.info/post/chronup
417,recmod,recmod,https://open-archaeo.info/post/recmod
418,timeperiod2daterange,timeperiod2daterange,https://open-archaeo.info/post/timeperiod2daterange
419,rarcheo,rarcheo,https://open-archaeo.info/post/rarcheo
420,fellingdater,fellingDateR,https://open-archaeo.info/post/fellingdater
421,rock-art-radnet,rock-art-radnet,https://open-archaeo.info/post/rock-art-radnet
422,rock-art-ratopoviz,rock-art-ratopoviz,https://open-archaeo.info/post/rock-art-ratopoviz
423,anthrofun,anthroFun,https://open-archaeo.info/post/anthrofun
424,arches-via-docker,arches-via-docker,https://open-archaeo.info/post/arches-via-docker
425,shootpoints-web,ShootPoints-Web,https://open-archaeo.info/post/shootpoints-web
426,quantatools,quantatools,https://open-archaeo.info/post/quantatools
427,bradypus,BraDypUS,https://open-archaeo.info/post/bradypus
428,mastodon-archaeology,Mastodon-Archaeology,https://open-archaeo.info/post/mastodon-archaeology
429,archaeoastroinsight,ArchaeoAstroInsight,https://open-archaeo.info/post/archaeoastroinsight
430,pleistodist,PleistoDist,https://open-archaeo.info/post/pleistodist
431,pleistodistr,PleistoDistR,https://open-archaeo.info/post/pleistodistr
432,bioarch-r,BioArch_R,https://open-archaeo.info/post/bioarch-r
433,bioprofile,BioProfile,https://open-archaeo.info/post/bioprofile
434,nassa-modules,NASSA-modules,https://open-archaeo.info/post/nassa-modules
435,material-sources-for-early-islam-and-late-antique-near-east,Material Sources for Early Islam and Late Antique Near East,https://open-archaeo.info/post/material-sources-for-early-islam-and-late-antique-near-east
436,tpq-composer,TPQ-Composer,https://open-archaeo.info/post/tpq-composer
437,artifacts-analyzer,Artifacts-Analyzer,https://open-archaeo.info/post/artifacts-analyzer
438,paths-simple-vectorization-protocol,PAThs Simple Vectorization Protocol,https://open-archaeo.info/post/paths-simple-vectorization-protocol
439,chronolog,ChronoLog,https://open-archaeo.info/post/chronolog
440,intchron,IntChron,https://open-archaeo.info/post/intchron
441,digss,DIGSS,https://open-archaeo.info/post/digss
442,archaeosrp,archaeosrp,https://open-archaeo.info/post/archaeosrp
443,ancient-artifacts,ancient-artifacts,https://open-archaeo.info/post/ancient-artifacts
444,roev,roev,https://open-archaeo.info/post/roev
445,aoristic-analysis,aoristic-analysis,https://open-archaeo.info/post/aoristic-analysis
446,seahors,SEAHORS,https://open-archaeo.info/post/seahors
447,shoredate,shoredate,https://open-archaeo.info/post/shoredate
448,civ5-prehistoric,civ5-prehistoric,https://open-archaeo.info/post/civ5-prehistoric
449,archeoviz,archeoViz,https://open-archaeo.info/post/archeoviz
450,archeoviz-portal,archeoViz Portal,https://open-archaeo.info/post/archeoviz-portal
451,chronos,chronos,https://open-archaeo.info/post/chronos
452,excavation-data-viewer,Excavation_data_viewer,https://open-archaeo.info/post/excavation-data-viewer
453,archaeology-lili0824,ARchaeology,https://open-archaeo.info/post/archaeology-lili0824
454,stoneadvisor,StoneAdvisor,https://open-archaeo.info/post/stoneadvisor
455,3d-edgeangle,3D_EdgeAngle,https://open-archaeo.info/post/3d-edgeangle
456,isopleuros,isopleuros,https://open-archaeo.info/post/isopleuros
457,zooarchmixmod,ZooarchMixMod,https://open-archaeo.info/post/zooarchmixmod
458,archaeocal,ArchaeoCal,https://open-archaeo.info/post/archaeocal
459,archaeodata,ArchaeoData,https://open-archaeo.info/post/archaeodata
460,aion,aion,https://open-archaeo.info/post/aion
461,alkahest,alkahest,https://open-archaeo.info/post/alkahest
462,akkademia,Akkademia,https://open-archaeo.info/post/akkademia
463,teethr,teethr,https://open-archaeo.info/post/teethr
464,morphotype,morphotype,https://open-archaeo.info/post/morphotype
465,morphotypeshiny,morphotypeShiny,https://open-archaeo.info/post/morphotypeshiny
466,pleiades-datasets,pleiades.datasets,https://open-archaeo.info/post/pleiades-datasets
467,archeos,ArcheOS,https://open-archaeo.info/post/archeos
468,archeoshape,ArcheoShape,https://open-archaeo.info/post/archeoshape
469,archaeolphytoliths,ArchaeolPhytoliths,https://open-archaeo.info/post/archaeolphytoliths
470,14c-power-sensitivity,14C-power-sensitivity,https://open-archaeo.info/post/14c-power-sensitivity
471,edm,EDM,https://open-archaeo.info/post/edm
472,edmwin,EDMWIN,https://open-archaeo.info/post/edmwin
473,fabryka,fabryka,https://open-archaeo.info/post/fabryka
474,3d-spatial-ripley-analyses,3d_spatial_ripley_analyses,https://open-archaeo.info/post/3d-spatial-ripley-analyses
475,r-for-data-analysis-and-visualization-of-archaological-data,R for data analysis and visualization of Archaological Data,https://open-archaeo.info/post/r-for-data-analysis-and-visualization-of-archaological-data
476,scroll-viewer,Scroll Viewer,https://open-archaeo.info/post/scroll-viewer
477,mobest,mobest,https://open-archaeo.info/post/mobest
478,vici-org,vici.org,https://open-archaeo.info/post/vici-org
479,pastclim,pastclim,https://open-archaeo.info/post/pastclim
480,currycarbon,currycarbon,https://open-archaeo.info/post/currycarbon
481,morphalr,morphalr,https://open-archaeo.info/post/morphalr
482,extendedmatrix,ExtendedMatrix,https://open-archaeo.info/post/extendedmatrix
483,3d-survey-collection,3D-survey-collection,https://open-archaeo.info/post/3d-survey-collection
484,em-blender-tools,EM-blender-tools,https://open-archaeo.info/post/em-blender-tools
485,digging-digital-data,digging.digital.data,https://open-archaeo.info/post/digging-digital-data
486,tutorial-autocad2018,tutorial-autocad2018,https://open-archaeo.info/post/tutorial-autocad2018
487,coccionceramica,CoccionCeramica,https://open-archaeo.info/post/coccionceramica
488,archaeology-machine-learning,archaeology-machine-learning,https://open-archaeo.info/post/archaeology-machine-learning
489,rockart-textanalysis,rockart-textanalysis,https://open-archaeo.info/post/rockart-textanalysis
490,weedeco,WeedEco,https://open-archaeo.info/post/weedeco
491,croppro,CropPro,https://open-archaeo.info/post/croppro
492,ruby-radiocarbon,ruby-radiocarbon,https://open-archaeo.info/post/ruby-radiocarbon
493,dendronetwork,dendroNetwork,https://open-archaeo.info/post/dendronetwork
494,abma-tutorials,ABMA_tutorials,https://open-archaeo.info/post/abma-tutorials
495,quantum-archeo,quantum-archeo,https://open-archaeo.info/post/quantum-archeo
496,chrongler,chrongler,https://open-archaeo.info/post/chrongler
497,dendro-r,Dendro_R,https://open-archaeo.info/post/dendro-r
498,arqub,ARQUB,https://open-archaeo.info/post/arqub
499,mafa,mafa,https://open-archaeo.info/post/mafa
500,kart4arch,kart4arch,https://open-archaeo.info/post/kart4arch
501,sitesyncro,SiteSyncro,https://open-archaeo.info/post/sitesyncro
502,baorista,baorista,https://open-archaeo.info/post/baorista
503,crom,crom,https://open-archaeo.info/post/crom
504,carbondate,carbondate,https://open-archaeo.info/post/carbondate
505,rjradiocarbon,RJradiocarbon,https://open-archaeo.info/post/rjradiocarbon
506,mycenaean-atlas-project-,Mycenaean Atlas Project ,https://open-archaeo.info/post/mycenaean-atlas-project-
507,curso-intro-r-arqueologia,Curso_Intro_R_Arqueologia,https://open-archaeo.info/post/curso-intro-r-arqueologia
508,neonet,neonet,https://open-archaeo.info/post/neonet
509,c14intervals,c14Intervals,https://open-archaeo.info/post/c14intervals
510,surveyer,SurveyeR,https://open-archaeo.info/post/surveyer
511,cran-jsdne,cran-JSDNE,https://open-archaeo.info/post/cran-jsdne
512,eratosthenes,eratosthenes,https://open-archaeo.info/post/eratosthenes
513,lakhesis,lakhesis,https://open-archaeo.info/post/lakhesis
514,archaeomag,ArchaeoMag,https://open-archaeo.info/post/archaeomag
515,autarch,AutArch,https://open-archaeo.info/post/autarch
516,archaeological-fields-and-methods,archaeological-fields-and-methods,https://open-archaeo.info/post/archaeological-fields-and-methods
517,dateback,dateback,https://open-archaeo.info/post/dateback
518,paleographic-networks,paleographic-networks,https://open-archaeo.info/post/paleographic-networks
519,course-guide,course-guide,https://open-archaeo.info/post/course-guide
520,archeos-software-list,ArcheOS-software-list,https://open-archaeo.info/post/archeos-software-list
521,gia,gia,https://open-archaeo.info/post/gia
522,smada,smada,https://open-archaeo.info/post/smada
523,oa-archaeology,OA-Archaeology,https://open-archaeo.info/post/oa-archaeology
524,diamond,diamond,https://open-archaeo.info/post/diamond
525,chronologr,chronologr,https://open-archaeo.info/post/chronologr
526,carbonara-poc,carbonara_poc,https://open-archaeo.info/post/carbonara-poc
527,tempo,tempo,https://open-archaeo.info/post/tempo
528,arqueologiasvg,arqueologiaSVG,https://open-archaeo.info/post/arqueologiasvg
529,transect-calculator,Transect-Calculator,https://open-archaeo.info/post/transect-calculator
530,photocaptiontool,PhotoCaptionTool,https://open-archaeo.info/post/photocaptiontool
531,granulizer,granulizeR,https://open-archaeo.info/post/granulizer
532,osa-transcriber,OSA-Transcriber,https://open-archaeo.info/post/osa-transcriber
533,happydigger,happydigger,https://open-archaeo.info/post/happydigger
